BAF   42.161958 -72.716200  113.00 ;BARNES WESTFIELD/SPRINGFIELD
BAG  -15.853500 -52.395667  113.30 ;GARCAS
BAG   40.069944  32.810445  113.10 ;BAGLUM ANKARA
BAH   26.264200  50.648856  115.30 ;BAHRAIN
BAK   40.420778  50.063972  115.00 ;BAKU
BAK   57.555167  11.976861  112.70 ;BACKA
BAL  -45.913056 -71.712500  115.50 ;BALMACEDA
BAL   10.183250 -67.548500  113.90 ;EL LIBERTADOR MARACAY
BAL   39.171064 -76.661256  115.10 ;BALTIMORE
BAL   53.299895  -6.447778  115.80 ;BALDONNEL
BAM   29.077472  58.458333  114.90 ;BAM
BAM   40.569081-116.922256  112.20 ;BATTLE MOUNTAIN
BAM   51.327758   7.176983  113.60 ;BARMEN
BAN   34.863306   9.167750  115.30 ;SIDI BEN AOUN
BAN   41.323556  -2.629806  112.80 ;BARAHONA
BAQ   10.796667 -74.860278  113.70 ;BARRANQUILLA
BAR  -41.140278 -71.188778  117.40 ;SAN CARLOS DE BARILOCHE
BAR   33.769445  35.555556  113.90 ;BAYSUR
BAR   41.144250  16.776445  116.40 ;BARI
BAR   69.045639  18.586261  113.40 ;BARDUFOSS
BAS   31.827917  64.217056  115.10 ;BASTION
BAT   24.215844  51.451970  113.40 ;BATHA
BAT   37.937584  41.119889  116.20 ;BATMAN
BAV   40.556667 109.998334  117.30 ;BAOTOU
BAX   43.783672 -82.983195  108.20 ;BAD AXE
BAY   33.709806   1.079186  114.80 ;EL BAYADH
BAY   49.985153  11.636683  110.60 ;BAYREUTH
BBB   19.086278  72.874750  116.60 ;MUMBAI
BBD   26.690572  88.326445  116.60 ;BAGHDOGRA
BBE   50.756861   4.768736  116.00 ;BEAUVECHAIN
BBG   12.949750  77.681000  115.50 ;BANGALORE
BBI   15.165111  76.880556  112.80 ;BELLARY
BBI   41.016694  -5.456833  112.20 ;SALAMANCA
BBL   51.170594   5.466095  109.60 ;KLEINE BROGEL
BBM   15.856167  74.616945  112.10 ;BELGAUM
BBN   25.454028  82.859250  113.90 ;VARANASI
BBS   20.243667  85.813250  113.50 ;BHUBANESHWAR
BBS   30.023778  -2.230639  115.30 ;BENI ABBES
BBU   60.471778  10.338861  112.75 ;BRANDBU
BBZ   16.521750  80.792695  116.20 ;VIJAYAWADA
BCA  -38.719928 -62.158361  114.30 ;BAHIA BLANCA
BCD   10.775283 123.020536  115.30 ;BACOLOD
BCE   37.689186-112.303897  112.80 ;BRYCE CANYON
BCN   41.307111   2.107806  116.70 ;BARCELONA
BCN   51.725525  -3.263033  117.45 ;BRECON
BCO  -23.406406 -46.385514  116.00 ;BONSUCESSO SAO PAULO
BCR   31.684592  -2.261275  113.90 ;BECHAR
BCU   46.510917  26.825556  109.40 ;BACAU
BD    11.145028  -4.350861  114.70 ;BOBO-DIOULASSO
BDA    9.102139   6.017528  112.70 ;BIDA
BDA   32.364381 -64.689572  113.90 ;BERMUDA
BDB   24.330833  41.824445  115.10 ;BIR DARB
BDE   48.722792 -94.607297  111.60 ;BAUDETTE
BDF   41.159731 -89.587872  114.70 ;BRADFORD
BDF   69.064822  18.466145  114.20 ;BARDUFOSS
BDH   45.117669 -95.127061  113.70 ;WILLMAR
BDM   -3.436800 114.731486  112.10 ;BAMAL
BDN   51.148803  -1.752653  108.20 ;BOSCOMBE DOWN
BDO   67.266697  14.364856  117.55 ;BODO
BDR   11.606420  37.317217  114.40 ;BAHIR DAR
BDR   37.252167  27.668222  116.70 ;MILAS BODRUM
BDR   41.160694 -73.124497  108.80 ;BRIDGEPORT
BDT    9.338850 -82.251761  114.90 ;BOCAS DEL TORO
BEA   12.501617 -70.020775  113.80 ;BEATRIX ARUBA
BEG   45.669472   9.709195  114.95 ;BERGAMO
BEJ   38.128417  -7.926695  115.80 ;BEJA
BEL   -1.384356 -48.478617  117.30 ;BELEM
BEL   54.661145  -6.229908  117.20 ;BELFAST
BEN    6.283650   5.557956  116.50 ;BENIN
BEN   57.477936  -7.365300  113.95 ;BENBECULA
BEO   44.807028  20.334945  112.30 ;BELGRADE
BER   52.342014  13.454047  114.10 ;BERLIN BRANDENBURG
BES   -3.544445 -80.389167  112.90 ;TUMBES
BET   60.784836-161.824331  114.10 ;BETHEL
BF     5.508333  10.369667  116.50 ;BAFOUSSAM
BFD   41.786386 -78.619347  116.60 ;BRADFORD
BFF   41.894164-103.482031  112.60 ;SCOTTSBLUFF
BFM   30.612722 -88.055494  112.80 ;BROOKLEY MOBILE
BFS   50.241397   4.653256  111.50 ;FLORENNES
BFV   35.236942 -99.206164  110.00 ;BURNS FLAT CLINTON
BGA    7.131667 -73.184444  113.50 ;BUCARAMANGA
BGC  -22.951356 -46.569900  116.20 ;BRAGANCA BRAGANCA PAULISTA
BGD   33.291945  44.225278  112.90 ;BAGHDAD
BGD   35.807067-101.382136  108.60 ;BORGER
BGE  -31.390667 -54.109833  115.30 ;BAGE
BGI   13.075050 -59.483828  112.70 ;ADAMS BRIDGETOWN
BGM   34.950381  69.271506  112.70 ;BAGRAM
BGN   32.013111  34.875361  113.50 ;BEN GURION TEL AVIV
BGO   17.318495  96.519875  112.60 ;BAGO
BGQ   61.569456-149.967145  112.50 ;BIG LAKE
BGR   32.157725  -7.880697  115.40 ;BENGUERIR
BGR   41.947695   3.208861  112.20 ;BAGUR
BGR   44.841795 -68.873967  114.80 ;BANGOR
BGS   32.385589-101.483683  114.30 ;BIG SPRING
BGS   42.571056  27.519861  112.00 ;BURGAS
BHA   20.292472  41.629139  113.50 ;AL BAHA
BHD   50.398606  -3.493739  112.05 ;BERRY HEAD
BHI  -32.000669 141.479717  114.20 ;BROKEN HILL
BHO   18.254444 -71.130278  112.00 ;BARAHONA
BHS   30.508333 104.203333  117.90 ;BAIHESI
BHU   23.275083  69.666917  112.60 ;BHUJ
BHY   21.586667 109.431667  117.10 ;NANKANG
BHZ  -19.835770 -44.003564  117.70 ;BELO HORIZONTE
BI    29.680170  71.031172  113.30 ;BINDO
BIA   13.206842  77.732195  116.80 ;BANGALORE
BIB  -16.916864 145.411867  112.30 ;BIBOOHRA CAIRNS
BIB   13.400806  77.915556  114.50 ;BANGALORE
BIB   38.920345 -88.481806  109.00 ;BIBLE GROVE
BIE   40.301428 -96.754645  110.60 ;BEATRICE
BIG   40.284167  27.365278  116.90 ;BIGA
BIG   51.330875   0.034811  115.10 ;BIGGIN
BIG   64.004381-145.717156  114.90 ;BIG DELTA
BIH   37.376950-118.366528  109.60 ;BISHOP
BIK  -34.178558 150.106753  116.80 ;BINDOOK
BIK   -1.182461 136.086150  112.50 ;BIAK
BIL   45.808558-108.624647  114.50 ;BILLINGS
BIS   11.936511 -15.640086  114.30 ;BISSAU
BIS   34.775950   5.763617  115.00 ;BISKRA
BIS   46.761761-100.665408  116.50 ;BISMARCK
BIU  -30.594047 116.779764  114.30 ;BALLIDU
BIX   30.407086 -88.929711  111.80 ;KEESLER BILOXI
BJ    13.338133 -16.655500  112.90 ;BANJUL
BJA   -3.346339  29.322025  112.30 ;BUJUMBURA
BJA   36.714445   5.080528  113.00 ;BEJAIA
BJB   43.421981 -88.125189  109.80 ;WEST BEND
BJC   39.913020-105.139019  115.40 ;JEFFCO DENVER
BJD   32.972417  59.200139  113.50 ;BIRJAND
BJX   20.997559-101.482589  115.80 ;LEON
BKA   56.859409-135.551311  113.80 ;BIORKA ISLAND SITKA
BKD   53.034525  11.546217  117.70 ;BRUNKENDORF
BKE   44.840600-117.807870  115.30 ;BAKER CITY
BKF   39.707386-104.752386  109.60 ;BUCKLEY AURORA
BKK   13.893556 100.596195  117.70 ;BANGKOK
BKL   -3.864750 102.342850  114.30 ;BENGKULU
BKO   12.546611  -7.929695  113.70 ;BAMAKO
BKS   46.799972  21.073889  115.80 ;BEKES
BKW   37.780300 -81.123456  117.70 ;BECKLEY
BKX   44.303247 -96.815106  108.80 ;BROOKINGS
BKY    7.747289  -5.074942  115.10 ;BOUAKE
BKY   51.989770   0.061908  116.25 ;BARKWAY
BKZ   41.126972  29.142889  117.30 ;BEYKOZ
BLA   45.494222   8.100583  116.10 ;BIELLA
BLC   43.248694  21.361639  116.10 ;BLACE
BLD   35.995789-114.863578  116.70 ;BOULDER CITY
BLF   37.306442 -81.194269  110.00 ;BLUEFIELD
BLG   50.393611 127.427500  113.60 ;BLAGOVESHCHENSK
BLH   33.596064-114.761272  117.40 ;BLYTHE
BLH   46.881111  74.981389  113.70 ;BALKHASH
BLI   -8.750570 115.163306  116.20 ;BALI DEN PASAR
BLM   47.632806   7.499500  117.45 ;BASLE-MULHOUSE
BLN   38.152528  -3.625000  116.20 ;BAILEN
BLO   42.667222  23.813889  117.50 ;BAILOVO
BLT    4.250761  20.966470  112.10 ;GBADOLITE
BLT   31.528889  31.122500  116.90 ;BALTIM
BLU   11.992028 -83.772500  116.70 ;BLUEFIELDS
BLV  -29.100661  26.300642  114.10 ;BLOEMFONTEIN
BLV   43.304389  -2.935889  115.90 ;BILBAO
BMC   44.826945  -0.721111  113.75 ;BORDEAUX
BMI   40.480806 -88.931267  108.20 ;BLOOMINGTON
BMK   54.263333  48.225000  113.40 ;ULYANOVSK-BARATAYEVKA
BML   44.633406 -71.186125  110.40 ;BERLIN
BMN   53.046253   8.760447  117.45 ;BREMEN
BMT   12.666500 108.123000  112.10 ;BUON ME THOUT
BN   -27.366078 153.139214  113.20 ;BRISBANE
BN     8.955347 125.486403  112.50 ;BUTUAN
BNA   10.127861 -64.705111  115.90 ;BARCELONA
BNA   32.124444  20.253611  117.40 ;BENINA BENGHAZI
BNA   36.136961 -86.684772  114.10 ;NASHVILLE
BNA   70.176264  24.948403  114.40 ;BANAK
BND   -6.882078 107.512339  117.00 ;BANDUNG
BND   27.197056  56.366778  117.20 ;BANDAR ABBASS
BNE   13.733370 -60.977059  112.40 ;HEWANORRA SAINT LUCIA
BNE   50.624778   1.907111  113.80 ;BOULOGNE
BNK   70.065444  24.969881  111.00 ;BANAK
BNN   21.980000 100.755000  116.30 ;XISHUANGBANNA
BNN   51.726164  -0.549750  113.75 ;BOVINGDON
BNN   65.457053  12.214342  115.30 ;BRONNOY
BNO   49.150064  16.692581  113.90 ;BRNO
BNS    8.616750 -70.220528  117.50 ;BARINAS
BNS   33.641800  -7.207997  117.45 ;BENSLIMANE
BNU   45.339722  55.122500  115.00 ;BEINEU
BOA   44.537028  11.290667  117.10 ;BOLOGNA
BOD   28.133047   6.839175  114.30 ;BORDJ OMAR DRISS
BOG    4.846667 -74.323333  113.90 ;BOGOTA
BOI   43.552811-116.192131  113.30 ;BOISE
BOL   42.618417  12.048722  114.40 ;BOLSENA
BOO   67.266247  14.361775  110.80 ;BODO
BOR  -36.392767 140.741806  112.70 ;BORDERTOWN
BOR  -14.852195 -66.736278  117.70 ;SAN BORJA
BOR   60.421500  15.519195  117.60 ;BORLANGE
BOS   42.357450 -70.989547  112.70 ;BOSTON
BOV  -32.906311  27.269444  112.40 ;BHISHO
BOY   43.463153-108.299711  117.80 ;BOYSEN RESERVOIR
BPI   42.579445-110.109211  116.50 ;BIG PINEY
BPK   51.749736  -0.106736  117.50 ;BROOKMANS PARK
BPL   23.282750  77.335861  117.10 ;BHOPAL
BPN   -1.245689 116.940372  117.20 ;BALIKPAPAN
BPN   25.706500  91.978695  116.00 ;BARAPANI
BPN   27.054000  45.445250  113.70 ;BOPAN
BPT   29.946056 -94.016222  114.50 ;BEAUMONT
BQE  -33.563889 -70.690833  117.50 ;EL BOSQUE
BQM   38.230219 -85.664745  112.20 ;BOWMAN LOUISVILLE
BQN   18.498003 -67.108350  113.50 ;BORINQUEN
BQS   39.630556 -93.875278  111.20 ;BRAYMER
BQU   40.759675-115.761367  114.50 ;BULLION ELKO
BQZ   40.463764-106.872300  112.20 ;ROBERT STEAMBOAT SPRINGS
BRA   40.469139  -3.557528  116.45 ;BARAJAS
BRC   33.278636  -7.557331  114.00 ;CASABLANCA-MOHAMMED V
BRD   37.495389  57.323056  114.80 ;BOJNORD
BRD   40.610861  18.002861  113.20 ;BRINDISI
BRD   46.348281 -94.025983  116.90 ;BRAINERD
BRF   32.514295  -2.030478  117.00 ;BOUARFA
BRI   39.631750  27.928750  112.25 ;BALIKESIR
BRK   38.944506-104.633467  112.50 ;BLACK FOREST
BRL   40.723456 -90.925889  111.40 ;BURLINGTON
BRM   10.042528 -69.351972  112.20 ;BARQUISIMETO
BRM   15.239564 103.258775  117.20 ;BURI RAM
BRN   31.575556  26.005556  116.20 ;SIDI BARRANI
BRO   25.924075 -97.375272  116.30 ;BROWNSVILLE
BRP   50.285695  30.900972  115.90 ;BORYSPIL KYIV
BRR  -12.079947 -45.007111  114.30 ;BARREIRAS
BRT   26.482778  87.249444  114.10 ;BIRATNAGAR
BRT   52.109333  23.887667  113.75 ;BREST
BRT   56.372222 101.685833  113.60 ;BRATSK
BRU    4.875056 114.881789  112.00 ;BRUNEI
BRV   38.336258 -77.352867  114.50 ;BROOKE
BRV   45.567500  25.564722  117.60 ;BRASOV
BRW   71.273425-156.788111  116.20 ;BARROW
BRY   40.262528  29.594028  115.30 ;YENISEHIR BURSA
BRY   48.407000   3.294778  114.10 ;BRAY
BRZ    2.153492 117.430650  116.80 ;TANJUNG REDEB
BSA   31.286111  34.721667  114.30 ;BEER SHEBA
BSA   35.332139   4.208389  115.90 ;BOU SAADA
BSA   45.438028  10.316000  117.70 ;MONTICHIARI BRESCIA
BSE   23.891667 106.645000  115.90 ;BOSE
BSH   19.977667  42.624556  112.30 ;BISHA
BSI  -15.871903 -48.021925  116.30 ;BRASILIA
BSN   49.188306   3.056472  114.85 ;BOURSONNE
BSO   51.614636  -1.099333  110.00 ;BENSON
BSR   30.525647  47.686695  112.30 ;BASRAH
BSR   36.181294-121.642114  114.00 ;BIG SUR
BST   48.284611  -4.452111  114.70 ;LANVEOC
BSV   40.740703 -81.432111  112.40 ;BRIGGS
BT     4.229361  15.783833  113.90 ;BERBERATI
BT    48.974667   2.455167  116.10 ;LE BOURGET PARIS
BTA    1.902461   9.808920  115.40 ;BATA
BTA   42.573583   9.474833  114.15 ;BASTIA
BTE   -9.147500 -78.521945  112.50 ;CHIMBOTE
BTG   45.747808-122.591536  116.60 ;BATTLE GROUND
BTL   42.309808 -85.252347  109.40 ;BATTLE CREEK
BTM    1.136881 104.132589  116.00 ;BATAM
BTN    6.523333 101.745000  115.20 ;NARATHIWAT
BTN   35.771528   6.343795  115.70 ;BATNA
BTO   -6.292475 106.565903  115.80 ;BUDIARTO TANGERANG
BTO   15.736695 -86.864167  113.50 ;BONITO
BTO   38.105000 116.576667  115.90 ;POTOU
BTR    5.472222 100.394445  113.30 ;BUTTERWORTH
BTR   30.485131 -91.294061  116.50 ;BATON ROUGE
BTT   66.905009-151.535883  116.00 ;BETTLES
BTV   44.397106 -73.182631  117.50 ;BURLINGTON
BTY   36.800597-116.747642  114.70 ;BEATTY
BTZ   43.466639  -1.510278  114.15 ;BIARRITZ
BUA   45.552203-103.456370  109.40 ;BUFFALO
BUB   50.902334   4.538083  114.60 ;BRUSSELS
BUD   40.616597 -83.063828  109.80 ;BUCKEYE MARION
BUD   47.450445  19.249444  117.30 ;BUDAPEST
